Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel Type,Video Views Rank,Country Rank,Channel Type Rank,Video Views For The Last 30 Days,Lowest Monthly Earnings,Highest Monthly Earnings,Lowest Yearly Earnings,Highest Yearly Earnings,Subscribers For Last 30 Days,Created Year,Created Month,Created Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban Population,Latitude,Longitude
Sidhu Moose Wala,21400000,6264261757,Music,Sidhu Moose Wala,114,India,IN,Music,987,67,89,160690000,40200.0,642800.0,482100.0,7700000.0,500000,2017,Oct,30.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
The Royalty Family,21300000,6269945014,People & Blogs,The Royalty Family,733,United States,US,People,982,98,15,160227000,40100.0,640900.0,480700.0,7700000.0,200000,2017,Apr,13.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Becky G,21300000,10644857969,Music,Becky G,78,United States,US,Music,396,98,90,103171000,25800.0,412700.0,309500.0,5000000.0,100000,2011,Sep,6.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Ishaan Ali 11,21300000,12761253839,People & Blogs,Ishaan Ali 11,951,India,IN,People,301,68,16,729409000,182400.0,2900000.0,2200000.0,35000000.0,1600000,2016,Jul,27.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Infinite,21300000,5141834668,Entertainment,Infinite,1608,United States,US,Entertainment,1296,98,93,68350000,17100.0,273400.0,205100.0,3300000.0,200000,2014,Aug,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Azhan5star,21300000,10047736580,Entertainment,Azhan5star,669,India,IN,Entertainment,436,67,92,236293000,59100.0,945200.0,708900.0,11300000.0,600000,2021,Feb,2.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Dangal TV Channel,21300000,12895427184,Entertainment,Dangal TV Channel,20225,India,IN,Entertainment,291,67,92,561020000,140300.0,2200000.0,1700000.0,26900000.0,700000,2017,Aug,2.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Khan GS Research Centre,21200000,2073073070,Education,KHAN GS RESEARCH CENTRE,1,Unknown,Unknown,People,4057930,0,7727,0,0.0,0.0,0.0,0.0,0,2017,Jan,5.0,0.0,0,0.0,0,,
GMA Public  Affairs,21200000,11364908616,Entertainment,GMA Public  Affairs,31989,Philippines,PH,News,359,4,7,142317000,35600.0,569300.0,427000.0,6800000.0,200000,2009,Aug,8.0,35.5,108116615,2.15,50975903,12.879721,121.774017
Tasty,21100000,5783557209,Howto & Style,Tasty,4728,United States,US,Howto,1113,99,10,24691000,6200.0,98800.0,74100.0,1200000.0,0,2016,Jan,22.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Baim Paula,21100000,4526271677,People & Blogs,Baim Paula,2325,Indonesia,ID,Entertainment,1583,8,94,26974000,6700.0,107900.0,80900.0,1300000.0,100000,2016,Jun,4.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
nigahiga,21000000,4380564906,Entertainment,nigahiga,403,United States,US,Entertainment,1671,100,95,2476000,619.0,9900.0,7400.0,118900.0,0,2006,Jul,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Rafa & Luiz,21000000,7762905663,Entertainment,Rafa & Luiz,2883,Brazil,BR,Entertainment,695,16,94,118410000,29600.0,473600.0,355200.0,5700000.0,400000,2015,Aug,26.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Lyrical Lemonade,21000000,10631638628,Entertainment,Lyrical Lemonade,420,United States,US,Entertainment,398,100,95,80062000,20000.0,320200.0,240200.0,3800000.0,100000,2013,Mar,25.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Vlad and Niki IDN,21000000,9789121606,Unknown,Vlad and Niki IDN,498,United States,US,Entertainment,464,100,95,133362000,33300.0,533400.0,400100.0,6400000.0,300000,2018,Nov,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Dr. Vivek Bindra Motivational Speaker,20900000,1693149479,Education,Dr. Vivek Bindra Motivational Speaker,896,India,IN,Education,6082,69,20,28588000,7100.0,114400.0,85800.0,1400000.0,100000,2013,Dec,6.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Fatos Desconhecidos,20900000,3828000587,Entertainment,Fatos Desconhecidos,6262,Brazil,BR,Entertainment,2033,17,96,52330000,13100.0,209300.0,157000.0,2500000.0,100000,2013,Sep,26.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Brave Wilderness,20900000,4927879069,Pets & Animals,Brave Wilderness,982,United States,US,Animals,1396,100,2,2989000,0.0,0.0,0.0,0.0,100000,2014,Sep,8.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
LIV Crime,20900000,11058049885,People & Blogs,LIV Crime,9850,United States,US,People,372,100,17,383700000,95900.0,1500000.0,1200000.0,18400000.0,600000,2020,Aug,18.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Romeo Santos,20900000,17324976752,Music,RomeoSantos,6,United States,US,Music,2595710,5417,4067,99,0.02,0.4,0.3,5.0,0,2006,Jul,31.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Canal Canalha,20800000,1870608170,Comedy,Canal Canalha,288,Brazil,BR,Comedy,5407,18,18,23897000,6000.0,95600.0,71700.0,1100000.0,0,2011,Apr,8.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Kurzgesagt,20800000,2378448129,Education,Kurzgesagt ,193,Germany,DE,Education,3914,2,21,29269000,7300.0,117100.0,87800.0,1400000.0,100000,2013,Jul,9.0,70.2,83132799,3.04,64324835,51.165691,10.451526
Yoeslan,20700000,17963202261,Entertainment,Yoeslan,619,United States,US,Entertainment,146,101,96,874796000,218700.0,3500000.0,2600000.0,42000000.0,1000000,2020,Sep,26.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
5-Minute Crafts DIY,20700000,5091618606,Howto & Style,5-Minute Crafts DIY,5062,United States,US,Howto,1334,103,11,20012000,5000.0,80000.0,60000.0,960600.0,0,2018,Jan,18.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Zach King,20700000,5410164682,Entertainment,Zach King,6,Unknown,Unknown,Entertainment,3997461,0,4664,125,0.03,0.5,0.38,6.0,10,2013,Jun,5.0,0.0,0,0.0,0,,
tuzelity SHUFFLE,20700000,8658941531,People & Blogs,tuzelity SHUFFLE,889,Russia,RU,People,570,3,18,552266000,138100.0,2200000.0,1700000.0,26500000.0,1600000,2015,Oct,26.0,81.9,144373535,4.59,107683889,61.52401,105.318756
NBA,20700000,12624879732,Sports,NBA,47926,United States,US,Sports,304,103,4,73025000,18300.0,292100.0,219100.0,3500000.0,0,2005,Nov,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Deddy Corbuzier,20600000,4956090094,Entertainment,deddycorbuzier,15,Indonesia,ID,Entertainment,3539124,4044,6217,85,0.02,0.34,0.26,4.0,1,2007,Jul,23.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Bizarrap,20600000,7657171980,Comedy,Bizarrap,83,Argentina,AR,Entertainment,711,8,98,193176000,48300.0,772700.0,579500.0,9300000.0,200000,2017,Jan,15.0,90.0,44938712,9.79,41339571,-38.416097,-63.616672
Avicii,20600000,10292874715,Music,Avicii,156,Sweden,SE,Music,421,1,92,81236000,20300.0,324900.0,243700.0,3900000.0,0,2009,Oct,28.0,67.0,10285453,6.48,9021165,60.128161,18.643501
Mnet K-POP,20500000,15038593883,Entertainment,Mnet K-POP,33229,South Korea,KR,Entertainment,220,7,99,158540000,39600.0,634200.0,475600.0,7600000.0,100000,2006,Mar,9.0,94.3,51709098,4.15,42106719,35.907757,127.766922
LazarBeam,20500000,8768697257,Gaming,LazarBeam,1323,Australia,AU,Games,565,3,25,26082000,6500.0,104300.0,78200.0,1300000.0,0,2015,Jan,4.0,113.1,25766605,5.27,21844756,-25.274398,133.775136
Ninja Kidz TV,20500000,11009148579,Entertainment,Ninja Kidz TV,296,United States,US,Entertainment,377,104,99,195203000,48800.0,780800.0,585600.0,9400000.0,100000,2017,Feb,9.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Totoy kids - Portugu,20400000,1796227417,Film & Animation,Totoy kids - Portugu,206,Brazil,BR,Film,5673,19,24,39495000,9900.0,158000.0,118500.0,1900000.0,100000,2014,Dec,2.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Jake Paul,20400000,7311322368,People & Blogs,Jake Paul,1006,United States,US,People,778,105,19,14646000,3700.0,58600.0,43900.0,703000.0,100000,2013,Sep,19.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Linkin Park,20400000,13397000296,Music,linkinpark,0,Afghanistan,AF,Games,4057944,1385,7136,0,0.0,0.0,0.0,0.0,12,2006,Nov,28.0,9.7,38041754,11.12,9797273,33.93911,67.709953
Vijay Television,20400000,29406206620,Entertainment,Vijay Television,51515,India,IN,Entertainment,43,70,100,907534000,226900.0,3600000.0,2700000.0,43600000.0,400000,2007,Feb,1.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
SlivkiShow,20400000,4707412332,Entertainment,SlivkiShow,462,Ukraine,UA,Entertainment,1489,1,100,28990000,7200.0,116000.0,87000.0,1400000.0,0,2012,Dec,11.0,82.7,44385155,8.88,30835699,48.379433,31.16558
Emiway Bantai,20400000,3579555124,Music,Emiway Bantai,239,India,IN,Music,2236,70,94,41289000,10300.0,165200.0,123900.0,2000000.0,100000,2013,May,3.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Got Talent Global,20300000,2441288701,Entertainment,Got Talent Global,1245,United Kingdom,GB,Entertainment,3750,15,101,86457000,21600.0,345800.0,259400.0,4100000.0,100000,2013,Jan,31.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
- Genevieve's Playhouse,20300000,11022391339,Education, - Genevieve's Playhouse,107,Unknown,Unknown,Education,380,0,22,71777000,17900.0,287100.0,215300.0,3400000.0,200000,2018,Jul,22.0,0.0,0,0.0,0,,
BabyBus - Cerita & Lagu Anak-anak,20300000,11819051552,Education,BabyBus - Cerita & Lagu Anak-anak,875,Indonesia,ID,Education,332,10,22,112768000,28200.0,451100.0,338300.0,5400000.0,100000,2019,Jan,14.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
Ami Rodriguez,20200000,2951914200,Entertainment,Ami Rodriguez,460,Colombia,CO,Entertainment,2959,7,103,263864000,66000.0,1100000.0,791600.0,12700000.0,1600000,2009,Jul,20.0,55.3,50339443,9.71,40827302,4.570868,-74.297333
Noor Stars,20200000,2764127969,Comedy,Noor Stars,693,United Arab Emirates,AE,Entertainment,3238,5,102,15556000,3900.0,62200.0,46700.0,746700.0,100000,2014,Apr,24.0,36.8,9770529,2.35,8479744,23.424076,53.847818
Family GamesTV,20200000,7066711323,Entertainment,FamilyGamesTV,0,Unknown,Unknown,Games,4057944,0,7492,0,0.0,0.0,0.0,0.0,0,2012,Dec,29.0,0.0,0,0.0,0,,
Kiddiestv Hindi - Nursery Rhymes & Kids Songs,20200000,7274150246,Education,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,226,India,IN,Education,780,71,23,113420000,28400.0,453700.0,340300.0,5400000.0,300000,2017,May,25.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
dednahype,20200000,20919403720,Comedy,dednahype,1935,Latvia,LV,Comedy,108,1,19,1245000000,311200.0,5000000.0,3700000.0,59800000.0,1200000,2020,Mar,20.0,88.1,1912789,6.52,1304943,56.879635,24.603189
Marta and Rustam,20200000,19694265358,Comedy,Marta and Rustam,761,United States,US,Comedy,126,106,20,452250000,113100.0,1800000.0,1400000.0,21700000.0,600000,2021,Jun,21.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
MiawAug,20200000,6098644584,Gaming,MiawAug,3713,Indonesia,ID,Games,1023,11,27,64489000,16100.0,258000.0,193500.0,3100000.0,200000,2014,Mar,15.0,36.3,270203917,4.69,151509724,-0.789275,113.921327
CookieSwirlC,20100000,23353115850,Entertainment,CookieSwirlC,3774,United States,US,Games,86,108,28,221702000,55400.0,886800.0,665100.0,10600000.0,200000,2013,Nov,3.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Skrillex,20100000,6618524158,Music,Skrillex,241,United States,US,Music,905,108,95,25263000,6300.0,101100.0,75800.0,1200000.0,0,2010,Apr,6.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
AuthenticGames,20100000,8920141342,Gaming,AuthenticGames,4974,Brazil,BR,Games,549,20,28,5420000,1400.0,21700.0,16300.0,260200.0,0,2011,Oct,7.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Robin Hood Gamer,20100000,10366850490,Entertainment,Homem Aranha player,0,Unknown,Unknown,Games,4057944,0,7471,0,0.0,0.0,0.0,0.0,0,2013,Mar,16.0,0.0,0,0.0,0,,
Pencilmation,20100000,11317309935,Film & Animation,Pencilmation,1481,United States,US,Entertainment,366,109,104,14862000,3700.0,59400.0,44600.0,713400.0,100000,2007,Feb,1.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
7clouds,20100000,14816075927,Music,7clouds,2384,United States,US,Music,227,108,95,276751000,69200.0,1100000.0,830300.0,13300000.0,300000,2013,May,25.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
5-Minute Crafts PLAY,20100000,6119294270,Howto & Style,5-Minute Crafts PLAY,5491,United States,US,Howto,1014,108,12,105784000,26400.0,423100.0,317400.0,5100000.0,100000,2017,Oct,30.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Marvel Entertainment,20100000,5634695322,Entertainment,MarvelEntertainment,1,United States,US,Film,4054962,6143,4024,63,0.02,0.25,0.19,3.0,30,2011,May,10.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
BuzzFeedVideo,20100000,17913237851,People & Blogs,BuzzFeedVideo,7737,United States,US,People,150,108,20,9112000,2300.0,36400.0,27300.0,437400.0,0,2011,Aug,10.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
REACT,20000000,13154314376,Entertainment,REACT,4339,United States,US,Entertainment,281,109,104,23206000,5800.0,92800.0,69600.0,1100000.0,0,2007,Jun,4.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Vevo,20000000,559765455,Music,Vevo,1527,United States,US,Music,22747,109,96,1331000,333.0,5300.0,4000.0,63900.0,0,2006,Apr,14.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Gordon Ramsay,20000000,3875172235,Entertainment,Gordon Ramsay,1527,United Kingdom,GB,Entertainment,2001,16,104,39228000,9800.0,156900.0,117700.0,1900000.0,200000,2006,Apr,29.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
Pentatonix,20000000,6033295543,Music,pentatonix,1,Canada,CA,Entertainment,4051673,4072,6742,0,0.0,0.0,0.0,0.0,0,2006,Mar,9.0,68.9,36991981,5.56,30628482,56.130366,-106.346771
Green Gold TV - Official Channel,20000000,9715291883,Film & Animation,Green Gold TV - Official Channel,1476,India,IN,Entertainment,473,72,104,70278000,0.0,0.0,0.0,0.0,100000,2011,Jul,1.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Gusttavo Lima Oficial,19900000,13917423958,Music,Gusttavo Lima Oficial,416,Brazil,BR,Music,258,21,97,214803000,53700.0,859200.0,644400.0,10300000.0,100000,2010,Nov,9.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
HaerteTest,19800000,3234880084,Science & Technology,HaerteTest,1411,Germany,DE,Tech,2583,3,6,5650000,1400.0,22600.0,17000.0,271200.0,0,2011,Sep,6.0,70.2,83132799,3.04,64324835,51.165691,10.451526
Crafty Panda,19800000,5759442450,People & Blogs,Crafty Panda,760,United States,US,Entertainment,1120,111,105,6137000,1500.0,24500.0,18400.0,294600.0,100000,2017,Dec,3.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
SOMOY TV,19800000,12293479945,News & Politics,TIME NEWS,9930,United States,US,News,1291541,2251,1555,16229,4.0,65.0,49.0,779.0,0,2013,Nov,16.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
JennaMarbles,19700000,1803249241,Comedy,JennaMarbles,250,United States,US,Comedy,5665,112,21,3769000,942.0,15100.0,11300.0,180900.0,0,2010,Feb,16.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Troom Troom Es,19700000,7452667615,People & Blogs,Troom Troom Es,2912,Unknown,Unknown,Howto,747,0,13,29387000,7300.0,117500.0,88200.0,1400000.0,100000,2016,Feb,5.0,0.0,0,0.0,0,,
Official Pink Panther,19700000,10955619815,Film & Animation,OfficialPinkPanther,1,United States,US,Games,4052414,7741,7494,0,0.0,0.0,0.0,0.0,0,2011,Oct,6.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Britain's Got Talent,19700000,11323617496,Entertainment,Britain's Got Talent,4225,United Kingdom,GB,Entertainment,364,17,106,54192000,13500.0,216800.0,162600.0,2600000.0,100000,2008,Apr,12.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
SCTV,19700000,9808676159,Entertainment,SCTV,267,United Kingdom,GB,Music,2831648,3695,4668,336,0.08,1.0,1.0,16.0,0,2006,Mar,25.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
AS Gaming,19600000,2851024430,Gaming,ASGaming,17,United States,US,Games,3857915,7711,7464,23,0.01,0.09,0.07,1.0,0,2009,Mar,5.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Sony AATH,19600000,13930021471,Shows,Sony AATH,18661,United States,US,Entertainment,257,112,106,274212000,68600.0,1100000.0,822600.0,13200000.0,300000,2013,Nov,13.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
tabii Urdu,19600000,8779729549,Entertainment,tabii Urdu,1306,Turkey,TR,Entertainment,562,3,107,110806000,27700.0,443200.0,332400.0,5300000.0,100000,2020,Apr,17.0,23.9,83429615,13.49,63097818,38.963745,35.243322
DaFuq!?Boom!,19600000,7906181776,Film & Animation,DaFuq!?Boom!,214,United States,US,Entertainment,656,112,106,2304000000,576000.0,9200000.0,6900000.0,110600000.0,6700000,2016,Jun,6.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Clash of Clans,19600000,3961318438,Gaming,Clash of Clans,674,United States,US,Games,1934,113,30,22292000,5600.0,89200.0,66900.0,1100000.0,0,2013,Jan,31.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
RKD Studios,19500000,5234251168,Entertainment,RKD Studios,847,India,IN,Entertainment,1265,74,108,59841000,0.0,0.0,0.0,0.0,300000,2014,Mar,14.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
DLS News,19400000,2255542592,News & Politics,DLS News,4750,India,IN,News,4178,74,8,32111000,8000.0,128400.0,96300.0,1500000.0,100000,2017,Jul,5.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
JukiLop,19400000,1577859332,People & Blogs,JukiLop,85,Mexico,MX,People,6674,14,22,2382000,595.0,9500.0,7100.0,114300.0,100000,2017,Sep,15.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
etvteluguindia,19400000,23038014291,Entertainment,etvteluguindia,125974,India,IN,Entertainment,88,75,109,272917000,68200.0,1100000.0,818800.0,13100000.0,200000,2010,Mar,15.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
FIFA,19400000,5529131886,Sports,FIFA,10728,Switzerland,CH,Sports,1186,1,5,58863000,14700.0,235500.0,176600.0,2800000.0,100000,2006,Sep,6.0,59.6,8574832,4.58,6332428,46.818188,8.227512
Manoj  parihar,19300000,264228052,Unknown,Manoj  parihar,335,India,IN,Howto,48846,75,14,37167000,9300.0,148700.0,111500.0,1800000.0,300000,2021,Mar,2.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Vsauce,19300000,2897907132,Science & Technology,Vsauce,462,Unknown,Unknown,Entertainment,3024,0,110,69614000,17400.0,278500.0,208800.0,3300000.0,100000,2007,Jul,30.0,0.0,0,0.0,0,,
Unbox Therapy,19300000,4508184467,Science & Technology,Unbox Therapy,2175,Unknown,Unknown,Tech,1596,0,7,16718000,4200.0,66900.0,50200.0,802500.0,1100000,2010,Dec,21.0,0.0,0,0.0,0,,
shane,19200000,4329121104,People & Blogs,shane,570,United States,US,Comedy,1705,114,22,2730000,683.0,10900.0,8200.0,131100.0,0,2005,Sep,22.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Sonotek,19200000,7590582024,Entertainment,Sonotek,8285,India,IN,Music,724,77,98,28678000,7200.0,114700.0,86000.0,1400000.0,100000,2011,Jan,11.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Jimmy Kimmel Live,19100000,13124645973,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283,115,23,17243000,4300.0,69000.0,51700.0,827600.0,0,2006,Sep,20.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
TheOdd1sOut,19100000,4566120190,Comedy,TheOdd1sOut,139,United States,US,Comedy,1568,115,23,30986000,7700.0,123900.0,93000.0,1500000.0,0,2014,Aug,30.0,88.2,328239523,14.7,270663028,37.09024,-95.712891
Goldmines Great Indian Comedy,19100000,5194942269,Film & Animation,Goldmines Great Indian Comedy,2948,Unknown,Unknown,Film,1279,0,26,65920000,16500.0,263700.0,197800.0,3200000.0,200000,2016,Aug,29.0,0.0,0,0.0,0,,
Lil Nas X,19100000,6339584661,Music,Lil Nas X,37,Unknown,Unknown,Music,966,0,99,46192000,11500.0,184800.0,138600.0,2200000.0,0,2018,May,19.0,0.0,0,0.0,0,,
SUPER SLICK SLIME SAM,19000000,7229175322,Howto & Style,SUPER SLICK SLIME SAM,903,Mexico,MX,Howto,786,15,111,123338000,30800.0,493400.0,370000.0,5900000.0,200000,2018,Jan,23.0,40.2,126014024,3.42,102626859,23.634501,-102.552784
Wow Kidz Action,19000000,8281724393,Film & Animation,Wow Kidz Action,1525,India,IN,Entertainment,618,78,111,105706000,26400.0,422800.0,317100.0,5100000.0,200000,2017,Nov,8.0,28.1,1366417754,5.36,471031528,20.593684,78.96288
Turma da M,19000000,13824277846,Film & Animation,Turma da M,1154,Brazil,BR,Film,260,22,27,76903000,19200.0,307600.0,230700.0,3700000.0,100000,2012,Jul,30.0,51.3,212559417,12.08,183241641,-14.235004,-51.92528
Calvin Harris,19000000,16014044618,Music,Calvin Harris,79,United Kingdom,GB,Music,191,18,99,102410000,25600.0,409600.0,307200.0,4900000.0,100000,2007,Feb,11.0,60.0,66834405,3.85,55908316,55.378051,-3.435973
KBS WORLD TV,19000000,15126092508,Entertainment,KBS WORLD TV,64496,South Korea,KR,Entertainment,217,8,111,107989000,27000.0,432000.0,324000.0,5200000.0,0,2007,Jan,6.0,94.3,51709098,4.15,42106719,35.907757,127.766922
HiMan,18900000,2855519150,People & Blogs,HiMan,375,Russia,RU,Entertainment,3094,4,112,24563000,6100.0,98300.0,73700.0,1200000.0,0,2014,Oct,16.0,81.9,144373535,4.59,107683889,61.52401,105.318756
